Name, Critical pressure ratio, Reynolds factor, Max velocity without erosion ft/s, Available diameters in
Pinch PA, 0.94, 1.0, 22.0, [1, 2, 3, 4, 5, 6, 8, 10, 12]

usar ; para ast eval la lista sin cambiar las ,
